title,author,journal,year,abstract,url,citations
Prediction and classification of lung cancer using machine learning techniques,"['P Chaturvedi', 'A Jhamb', 'M Vanani']",,2021,"Those systems use various Machine learning techniques as well as deep learning techniques,  there also have been several methods based off of image processing-based techniques",https://iopscience.iop.org/article/10.1088/1757-899X/1099/1/012059/pdf,81
Intelligent identification for rock-mineral microscopic images using ensemble machine learning algorithms,"['Y Zhang', 'M Li', 'S Han', 'Q Ren', 'J Shi']",,2019,"Feature engineering has a significant influence on the results of machine learning methods;  even if the same machine learning model is adopted, the result will probably not be identical",https://www.mdpi.com/1424-8220/19/18/3914,82
Machine learning-based missing value imputation method for clinical datasets,"['MM Rahman', 'DN Davis']",,2013,"In this paper we explore the use of a machine learning  tree imputation and other machine  learning algorithms are used as  in most cases, the machine learning techniques were found to",,98
A machine learning methodology for diagnosing chronic kidney disease,"['J Qin', 'L Chen', 'Y Liu', 'C Liu', 'C Feng', 'B Chen']",,2019,in school of electronics and information engineering from  in electronic information engineering  from Chongqing University of  electronic and communication engineering from Southwest,https://ieeexplore.ieee.org/iel7/6287639/6514899/08945312.pdf,269
Machine learning in side-channel analysis: a first study,"['G Hospodar', 'B Gierlichs', 'E De Mulder']",,2011,the application of a machine learning technique in SCA. The considered technique is a  powerful kernel-based learning algorithm: the Least Squares Support Vector Machine (LS-SVM).,https://link.springer.com/content/pdf/10.1007/s13389-011-0023-x.pdf,389
Machine learning on small size samples: A synthetic knowledge synthesis,"['P Kokol', 'M Kokol', 'S Zagoranski']",,2022,"Machine Learning is an increasingly important technology dealing with the growing complexity  of the digitalised world. Despite the fact, that we live in a ‘Big data’ world where, almost ‘",https://journals.sagepub.com/doi/full/10.1177/00368504211029777,161
"Housing price prediction using machine learning algorithms: The case of Melbourne city, Australia",['TD Phan'],,2018,Machine learning techniques are applied to analyze historical property transactions in   The next subsections will introduce several important machine learning techniques utilized,https://ieeexplore.ieee.org/iel7/8613698/8613983/08614000.pdf,150
Predicting anxiety and depression in elderly patients using machine learning technology,"['A Sau', 'I Bhakta']",,2017,Machine learning technology is a new promise for the development of an automated  disease diagnostic system. Researchers from both medical and engineering fields are trying to,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/htl.2016.0096,142
Comparison of machine learning and traditional classifiers in glaucoma diagnosis,"['K Chan', 'TW Lee', 'PA Sample']",,2002,"In this paper, a number of machine learning classifiers will be applied to glaucoma  The  motivation behind this paper is to develop a better understanding of the machine classification",https://ieeexplore.ieee.org/iel5/10/22092/01028420.pdf,266
A machine learning based approach to classify autism with optimum behaviour sets,"['R Vaishali', 'R Sasikala']",,2018,Machine Learning based behavioural analytics emphasis  supplied dataset and the machine  learning model.To improve  obtained from UCI machine learning repository is experimented,https://www.researchgate.net/profile/Vaishali-Ravindranath/publication/326775394_A_machine_learning_based_approach_to_classify_Autism_with_optimum_behaviour_sets/links/5b81b44792851c1e1232f0f7/A-machine-learning-based-approach-to-classify-Autism-with-optimum-behaviour-sets.pdf,97
Detection and classification of micro‐grid faults based on HHT and machine learning techniques,"['M Mishra', 'PK Rout']",,2018,"used as an input vector to the machine learning models which can be executed inside smart  digital relay to classify the fault events. Inside this machine learning framework, this paper",https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-gtd.2017.0502,255
Comparative study on total nitrogen prediction in wastewater treatment plant and effect of various feature selection methods on machine learning algorithms …,"['F Bagherzadeh', 'MJ Mehrani', 'M Basirifard']",,2021,"defined and compared by three supervised Machine Learning (ML) algorithms, ie Artificial  Neural Network (ANN), Random Forest (RF), and Gradient Boosting Machine (GBM). Input",https://www.sciencedirect.com/science/article/pii/S2214714421001203,175
Weka-a machine learning workbench for data mining,"['E Frank', 'M Hall', 'G Holmes', 'R Kirkby']",,2010,"However, the machine learning methods and data engineering capability it embodies have  grown so quickly, and so radically, that the workbench is now commonly used in all forms of",https://researchcommons.waikato.ac.nz/bitstream/handle/10289/1497/Weka%20A%20machine%20learning%20workbench%20for%20data%20mining.pdf?sequence=1,831
An optical communication's perspective on machine learning and its applications,"['FN Khan', 'Q Fan', 'C Lu', 'APT Lau']",,2019,Machine learning (ML) has disrupted a wide range of science and engineering  disciplines in recent years. ML applications in optical communications and networking are also,https://ieeexplore.ieee.org/iel7/50/8643941/08633908.pdf,335
A review of natural language processing and machine learning tools used to analyze arabic social media,"['T Kanan', 'O Sadaqa', 'A Aldajeh']",,2019,"In this paper (Arabic Tweets Sentimental Analysis Using Machine Learning), the authors   methods of supervised machine learning sentiment analysis of the Arab topics in the social",https://ieeexplore.ieee.org/iel7/8713425/8717365/08717369.pdf,70
Machine‐learning‐based predictive control of nonlinear processes. Part II: Computational implementation,"['Z Wu', 'A Tran', 'D Rincon', 'PD Christofides']",,2019,"Machine learning is receiving more attention in classical engineering fields, and in particular,   the implementation and effectiveness of these machine-learning tools in LMPC as well as",https://aiche.onlinelibrary.wiley.com/doi/full/10.1002/aic.16734,141
Inverse machine learning framework for optimizing lightweight metamaterials,"['A Challapalli', 'D Patel', 'G Li']",,2021,"Machine learning is being widely used in various engineering applications such as  discovery of new polymers, chemicals, and structures. [1], [2], [3], [4], [5] Forward regression and",https://www.sciencedirect.com/science/article/pii/S0264127521004913,124
Machine learning based concept drift detection for predictive maintenance,"['J Zenisek', 'F Holzinger', 'M Affenzeller']",,2019,In this work we present a machine learning based approach for detecting drifting behavior  – so-called concept drifts – in continuous data streams. The motivation for this contribution,https://www.sciencedirect.com/science/article/pii/S0360835219304905,207
Using a machine learning approach to predict outcomes after radiosurgery for cerebral arteriovenous malformations,"['EK Oermann', 'A Rubinsteyn', 'D Ding', 'J Mascitelli']",,2016,"We employ a machine learning approach towards predicting  , a machine learning approach  of feature engineering and model  This machine learning approach was able to provide the",https://www.nature.com/articles/srep21161,113
Machine-learning methods for estimating compressive strength of high-performance alkali-activated concrete,"['T Shafighfard', 'F Kazemi', 'N Asgarkhani']",,2024,This study performs a comparative analysis based on machine learning (ML) algorithms to  present an ensemble model capable of predicting the compressive strength of HP-AAC. This,https://www.sciencedirect.com/science/article/pii/S0952197624012119,20
Machine learning foundations,['T Jo'],,2021,"The machine learning algorithms are applied to tasks in various disciplines such as control  system engineering,  In this book, we describe the machine learning algorithms with the",,198
Shedding light on “Black Box” machine learning models for predicting the reactivity of HO radicals toward organic compounds,"['S Zhong', 'K Zhang', 'D Wang', 'H Zhang']",,2021,"As compared with molecular descriptors-based and the group contribution method-based  QSARs, a combined molecular fingerprint-machine learning (ML) method can more quickly",https://www.sciencedirect.com/science/article/pii/S1385894720327558,99
Machine learning: the new language for applications,"['VS Padala', 'K Gandhi', 'P Dasari']",,2019,"categorize how Machine Learning promises to assist or apply to problems in Engineering,  Life  Some neuroscience experts believe machine learning “should be in the toolbox of most","/scholar?output=instlink&q=info:-jm1kp2Nf0sJ:scholar.google.com/&hl=en&as_sdt=0,33&scillfp=12391948769007955553&oi=lle",30
Effect of river flow on the quality of estuarine and coastal waters using machine learning models,"['MJ Alizadeh', 'MR Kavianpour', 'M Danesh']",,2018,"This study explores the river-flow-induced impacts on the performance of machine learning   machine learning models including artificial neural network, extreme learning machine and",https://www.tandfonline.com/doi/full/10.1080/19942060.2018.1528480,217
Ultrasensitive detection of circulating tumour DNA via deep methylation sequencing aided by machine learning,"['N Liang', 'B Li', 'Z Jia', 'C Wang', 'P Wu', 'T Zheng']",,2021,Here we show that deep methylation sequencing aided by a machine-learning classifier  of  The low amounts of ctDNA permitted by machine-learning-aided deep methylation,https://www.nature.com/articles/s41551-021-00746-5,98
Enhancing traffic flow monitoring with machine learning integration on cloud data warehousing,"['P Yang', 'Z Chen', 'G Su', 'H Lei', 'B Wang']",,2024,cloud data warehousing and machine learning to tackle traffic flow  for machine learning  solutions. It then reviews traditional traffic monitoring methods and explores machine learning's,,14
Machine learning in ground motion prediction,"['F Khosravikia', 'P Clayton']",,2021,"This paper studies the advantages and disadvantages of different machine learning  from  machine learning, systems engineering, structural and earthquake engineering research fields",https://www.sciencedirect.com/science/article/pii/S0098300421000157,83
Machine learning applied to retinal image processing for glaucoma detection: review and perspective,"['DMS Barros', 'JCC Moura', 'CR Freire', 'AC Taleb']",,2020,"In summary, 18 papers were chosen for this review: 10 of those included diverse  machine learning approaches and the other 8 comprised methods with deep learning.",https://link.springer.com/article/10.1186/s12938-020-00767-2,108
Detection of power grid disturbances and cyber-attacks based on machine learning,"['D Wang', 'X Wang', 'Y Zhang', 'L Jin']",,2019,"engineering, and then send the data to different machine  This paper designs a model based  on machine learning, which  Unsupervised learning has advantages in detecting zero-day",https://www.sciencedirect.com/science/article/pii/S2214212618305866,222
Chronic kidney disease prediction and recommendation of suitable diet plan by using machine learning,"['A Maurya', 'R Wable', 'R Shinde', 'S John']",,2019,"So automated tool which will use machine learning techniques  for CKD, then machine  learning process can automate the  As we are using machine learning techniques the dataset","/scholar?output=instlink&q=info:Od1HrM5Lgx4J:scholar.google.com/&hl=en&as_sdt=0,33&scillfp=2903135111521122947&oi=lle",60
Machine learning and image processing approaches for estimating concrete surface roughness using basic cameras,"['A Valikhani', 'A Jaberi Jahromi']",,2021,"substrate using digital image processing and machine learning via basic cameras. Both   machine learning is developed. In particular, deep neural network, also known as deep learning",https://onlinelibrary.wiley.com/doi/full/10.1111/mice.12605,73
An approach to software testing of machine learning applications,"['C Murphy', 'GE Kaiser', 'M Arias']",,2007,"two phases to supervised machine learning. The first phase ( very different meanings to  machine learning experts than they  engineering audience, but we adopt the machine learning",https://academiccommons.columbia.edu/doi/10.7916/D8TH8VG9/download,101
Comparing deep neural network and other machine learning algorithms for stroke prediction in a large-scale population-based electronic medical claims database,"['CY Hung', 'WC Chen', 'PT Lai', 'CH Lin']",,2017,"While there is a growing interest in the application of machine learning (ML) techniques to  address clinical problems, the use of deep-learning in healthcare have just gained attention",https://ieeexplore.ieee.org/iel7/8026122/8036736/08037515.pdf,206
Supervised machine learning algorithms for credit card fraud detection: a comparison,"['S Khatri', 'A Arora', 'AP Agrawal']",,2020,machine learning models and to determine which one of those is the best suited for detecting  credit card frauds. We make use of 5 supervised machine learning  machine learning to,"/scholar?output=instlink&q=info:7HDAPYxokVIJ:scholar.google.com/&hl=en&as_sdt=0,33&scillfp=1194628560282149096&oi=lle",177
A review of machine learning algorithms for identification and classification of non-functional requirements,"['M Binkhonain', 'L Zhao']",,2019,"Although non-functional requirements (NFRs) are regarded to be important and critical for  the success of a software project, there is still no consensus in the requirements engineering (",https://www.sciencedirect.com/science/article/pii/S2590188519300010,247
Diagnosis of COVID-19 through blood sample using ensemble genetic algorithms and machine learning classifier,"['RI Doewes', 'R Nair', 'T Sharma']",,2021,Purpose This purpose of this study is to perfrom the analysis of COVID-19 with the help of  blood samples. The blood samples used in the study consist of more than 100 features. So to,https://www.researchgate.net/profile/Rumi-Doewes-2/publication/354270447_Diagnosis_of_COVID-19_through_blood_sample_using_ensemble_genetic_algorithms_and_machine_learning_classifier/links/612f2a3638818c2eaf734b4c/Diagnosis-of-COVID-19-through-blood-sample-using-ensemble-genetic-algorithms-and-machine-learning-classifier.pdf,29
An ensemble approach to predict early-stage diabetes risk using machine learning: An empirical study,"['UE Laila', 'K Mahboob', 'AW Khan', 'F Khan', 'W Taekeun']",,2022,"This section compares three machine learning ensemble techniques for diabetes mellitus  risk classification into positive and negative groups for accuracy, precision, recall, and F-",https://www.mdpi.com/1424-8220/22/14/5247,97
Evaluating structural response of concrete-filled steel tubular columns through machine learning,"['MZ Naser', 'S Thai', 'HT Thai']",,2021,"In order to pursue such goal, this paper explores utilizing naturally inspired machine learning  ( The outcome of this work shows the practicality of machine learning tools in predicting the",https://www.sciencedirect.com/science/article/pii/S235271022033521X,100
Component-based machine learning for performance prediction in building design,"['P Geyer', 'S Singaravel']",,2018,"machine learning in building design. In this paper, we present a component-based approach  that develops machine learning  machine learning, component-based ML is an engineering-",https://www.sciencedirect.com/science/article/pii/S0306261918310389,113
Combining machine learning models via adaptive ensemble weighting for prediction of shear capacity of reinforced-concrete deep beams,"['D Prayogo', 'MY Cheng', 'YW Wu', 'DH Tran']",,2020,vector machine (SVM) is a widely used machine learning  As one of the most robust methods  in the field of machine learning two distinct machine learning techniques: SVM and LS-SVM.,https://link.springer.com/article/10.1007/s00366-019-00753-w,81
Mllib: Machine learning in apache spark,"['X Meng', 'J Bradley', 'B Yavuz', 'E Sparks']",,2016,"for iterative machine learning tasks. In this paper we present MLlib, Spark’s open-source   machine learning library. MLlib provides efficient functionality for a wide range of learning",https://www.jmlr.org/papers/volume17/15-237/15-237.pdf,2476
A review of using machine learning approaches for precision education,"['H Luan', 'CC Tsai']",,2021,"As a rapidly evolving AI technique, machine learning  machine-learning-based precision  education. The results showed that the majority of studies focused on the prediction of learning",https://www.jstor.org/stable/pdf/26977871.pdf,227
Application of machine learning in supply chain management: a comprehensive overview of the main areas,"['EB Tirkolaee', 'S Sadeghi', 'FM Mooseloo']",,2021,"Therefore, the main purpose of this paper is to identify the applications of machine  learning (ML) in SCM as one of the most well-known artificial intelligence (AI) techniques. By",https://onlinelibrary.wiley.com/doi/full/10.1155/2021/1476043,175
Machine learning in critical care: state-of-the-art and a sepsis case study,"['A Vellido', 'V Ribas', 'C Morales', 'A Ruiz Sanmartín']",,2018,"Background Like other scientific fields, such as cosmology, high-energy physics, or even  the life sciences, medicine and healthcare face the challenge of an extremely quick",https://link.springer.com/article/10.1186/s12938-018-0569-2,67
Enhancing computational fluid dynamics with machine learning,"['R Vinuesa', 'SL Brunton']",,2022,"We also discuss emerging areas of machine learning that are promising for  field of machine  learning (ML), which is enabling advances across a wide range of scientific and engineering",https://arxiv.org/pdf/2110.02085,376
Prediction of multi-inputs bubble column reactor using a novel hybrid model of computational fluid dynamics and machine learning,"['A Mosavi', 'S Shamshirband', 'E Salwana']",,2019,"In this study, the machine learning method of ANFIS is combined with CFD data to predict  the macroscopic parameters such as gas velocity in the multiphase reactor. Four input",https://www.tandfonline.com/doi/full/10.1080/19942060.2019.1613448,152
Machine learning exploration of the direct and indirect roles of Fe impregnation on Cr (VI) removal by engineered biochar,"['X Zhu', 'Z Xu', 'S You', 'M Komárek', 'DS Alessi']",,2022,"Data mining and knowledge discovery by machine learning (ML) have recently come into  application in environmental remediation, especially the exploration for the multifactorial",https://www.sciencedirect.com/science/article/pii/S1385894721035476,72
Machine learning and interactive GUI for concrete compressive strength prediction,"['MK Elshaarawy', 'MM Alsaadawi', 'AK Hamed']",,2024,"Machine learning techniques solve structural engineering challenges such as CS prediction.  This study used Machine Learning (ML) models to enhance the prediction of CS, analyzing",https://www.nature.com/articles/s41598-024-66957-3,9
An improved model for gas-liquid flow pattern prediction based on machine learning,"['G Mask', 'X Wu', 'K Ling']",,2019,in petroleum engineering. We developed a new model based on machine learning techniques   Machine learning techniques on the dimensionless variables significantly improved their,https://www.sciencedirect.com/science/article/pii/S0920410519307910,74
Introduction to machine learning,['T Mitchell'],,1997,Supervised/Unsupervised Learning Machine Learning systems can be classified  according to the amount and type of supervision they get during training. There are four major,https://olms.uop.edu.jo/fit/pluginfile.php/3192/mod_resource/content/0/Introduction%20to%20Machine%20Learning.pdf,64
Machine learning and deep learning methods for intrusion detection systems: A survey,"['H Liu', 'B Lang']",,2019,"machine learning techniques, deep learning methods are better at dealing with big data.  Moreover, deep learning  models is a feature vector, and feature engineering is an essential step",https://www.mdpi.com/2076-3417/9/20/4396,956
Applying spark based machine learning model on streaming big data for health status prediction,"['LR Nair', 'SD Shetty', 'SD Shetty']",,2018,Machine learning  machine learning techniques on this voluminous data having varying  velocity. With the availability of large health care datasets and progressions in machine learning,https://www.sciencedirect.com/science/article/pii/S0045790617305359,172
Machine learning-based multiobjective optimization of pressure swing adsorption,"['SG Subraveti', 'Z Li', 'V Prasad']",,2019,"the ability of machine learning in accelerating the  engineering for both material discovery  and process development, the current work demonstrates the importance of machine learning",https://pubs.acs.org/doi/full/10.1021/acs.iecr.9b04173,100
Adsorption characteristics of supercritical CO2/CH4 on different types of coal and a machine learning approach,"['M Meng', 'Z Qiu', 'R Zhong', 'Z Liu', 'Y Liu', 'P Chen']",,2019,"adsorption model is proposed based on machine learning methods. This model is applied  to the  Overall, working directly with the real data, the machine learning technique makes the",https://www.sciencedirect.com/science/article/pii/S138589471930467X,137
Machine learning techniques in ADAS: A review,"['A Moujahid', 'MEA Tantaoui', 'MD Hina']",,2018,What machine learning (ML) technique is used for system intelligence implementation in  ADAS (advanced driving assistance system)? This paper tries to answer this question. This,https://ieeexplore.ieee.org/iel7/8410821/8441663/08441758.pdf,101
Gradient boosting feature selection with machine learning classifiers for intrusion detection on power grids,"['D Upadhyay', 'J Manero', 'M Zaman']",,2020,engineering-based preprocessing with machine learning classifiers. Whilst most of the  machine learning  We implement and evaluate various decision-tree based machine learning,https://ieeexplore.ieee.org/iel7/4275028/5699970/09236652.pdf,145
"A comprehensive survey of clustering algorithms: State-of-the-art machine learning applications, taxonomy, challenges, and future research prospects","['AE Ezugwu', 'AM Ikotun', 'OO Oyelade']",,2022,"It is the subject of active research in many fields of study, such as computer science, data  science, statistics, pattern recognition, artificial intelligence, and machine learning. Several",https://www.sciencedirect.com/science/article/pii/S095219762200046X,669
Machine learning in geosciences and remote sensing,"['DJ Lary', 'AH Alavi', 'AH Gandomi', 'AL Walker']",,2016,Learning incorporates a broad range of complex procedures. Machine learning (ML) is a  subdivision of artificial intelligence based on the biological learning process. The ML approach,https://www.sciencedirect.com/science/article/pii/S1674987115000821,1170
Teaching machine learning in K–12 classroom: Pedagogical and technological trajectories for artificial intelligence education,"['M Tedre', 'T Toivonen', 'J Kahila', 'H Vartiainen']",,2021,machine learning techniques have shown the potential of AI-driven and data-driven approaches  in a large number of computing fields. Machine learning  As machine learning enters K–,https://ieeexplore.ieee.org/iel7/6287639/9312710/09490241.pdf,205
Real-time adaptive machine-learning-based predictive control of nonlinear processes,"['Z Wu', 'D Rincon', 'PD Christofides']",,2019,"We present a machine learning-based predictive control  update within real-time machine  learning-based LMPC and LEMPC,  of machine learning models in real-time control problems.",https://pubs.acs.org/doi/full/10.1021/acs.iecr.9b03055,106
Denial of service attack detection and mitigation for internet of things using looking-back-enabled machine learning techniques,"['A Mihoub', 'OB Fredj', 'O Cheikhrouhou', 'A Derhab']",,2022,"In this paper, we explore classic machine learning techniques such as decision tree classifier,  Random Forest, SVM, etc. as well as newer deep learning models, all coupled with the",https://www.sciencedirect.com/science/article/pii/S0045790622000337,157
Business data mining—a machine learning perspective,"['I Bose', 'RK Mahapatra']",,2001,An overview of machine learning techniques Machine learning is the study of computational   This discipline evolved to eliminate the laborious and expensive knowledge engineering,https://www.sciencedirect.com/science/article/pii/S037872060100091X,723
"AI-Powered DevOps and MLOps Frameworks: Enhancing Collaboration, Automation, and Scalability in Machine Learning Pipelines","['S Tatineni', 'VR Boppana']",,2021,"Additionally, these frameworks can leverage machine learning for feature engineering,  automatically generating new features from existing data based on statistical analysis and",https://aimlstudies.co.uk/index.php/jaira/article/download/103/97,97
Machine learning with requirements: A manifesto,"['E Giunchiglia', 'F Imrie']",,2023,"To this end, the Neuro-symbolic AI field can be seen as a bridge between standard  machine learning and software engineering, as researchers in the field have already started",https://content.iospress.com/articles/neurosymbolic-artificial-intelligence/nai240767,8
Machine learning for crack detection: Review and model performance comparison,"['YA Hsieh', 'YJ Tsai']",,2020,"With the advancement of machine learning (ML) and deep learning (DL), there is a great  opportunity to enhance the development of automatic crack detection algorithms. In this paper,",,305
Data mining and machine learning techniques applied to public health problems: A bibliometric analysis from 2009 to 2018,"['BS dos Santos', 'MTA Steiner', 'AT Fenerich']",,2019,The objective of this paper is to present a bibliometric analysis of the applications of Data  Mining (DM) and Machine Learning (ML) techniques in the context of public health from 2009,https://www.sciencedirect.com/science/article/pii/S0360835219305893,131
Automated breast cancer diagnosis based on machine learning algorithms,"['H Dhahri', 'E Al Maghayreh', 'A Mahmood']",,2019,of data transformations and machine learning algorithms to accomplish the classification  transformation. To determine the best combination of machine learning algorithm and data is,https://onlinelibrary.wiley.com/doi/full/10.1155/2019/4253641,236
Deep mutational scanning and machine learning for the analysis of antimicrobial-peptide features driving membrane selectivity,"['JR Randall', 'LC Vieira', 'CO Wilke']",,2024,"machine learning now allow models trained on known AMP datasets to predict the activities  of untested sequences 6,7 . We have previously trained machine learning  machine learning",https://www.nature.com/articles/s41551-024-01243-1,5
Machine learning methods for environmental monitoring and flood protection,"['AL Pyayt', 'II Mokhov', 'B Lang', 'VV Krzhizhanovskaya']",,NA,,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=c178ab695f4b329bdc4576c3410cb9bf6127b1b5,70
Towards explaining the effects of data preprocessing on machine learning,['CVG Zelaya'],,2019,"Ensuring the explainability of machine learning models is an active research topic, naturally  associated with notions of algorithmic transparency and fairness. While most approaches",https://ieeexplore.ieee.org/iel7/8725877/8731337/08731532.pdf,175
A contemporary review on drought modeling using machine learning approaches,"['K Sundararajan', 'L Garg', 'K Srinivasan']",,2021,"Machine learning (ML) techniques have demonstrated success in the drought prediction  process and are becoming popular to predict the weather, especially the minimum temperature",https://www.ingentaconnect.com/contentone/tsp/cmes/2021/00000128/00000002/art00004?crawler=true&mimetype=application/pdf,64
Design of rubble-mound breakwaters using M5′ machine learning method,"['A Etemad-Shahidi', 'L Bonakdar']",,2009,"Predicting the stability of armor blocks of breakwaters and revetments is a very important issue  in coastal and ocean engineering. Recently, soft computing tools such as artificial neural",https://www.sciencedirect.com/science/article/pii/S014111870900073X,82
Guidelines for applied machine learning in construction industry—A case of profit margins estimation,"['M Bilal', 'LO Oyedele']",,2020,debugging models to feature engineering to future data collection  machine learning is the  cornerstone of our proposed AML process. We will see several interpretable machine learning,https://www.sciencedirect.com/science/article/pii/S1474034619305865,66
Review of machine learning techniques for EEG based brain computer interface,"['S Aggarwal', 'N Chugh']",,2022,"machine learning (ML) techniques and deep learning (DL) approaches to classify EEG-based  BCI. Machine learning  aid in application of suitable machine learning techniques, as well",https://link.springer.com/article/10.1007/s11831-021-09684-6,193
A machine learning approach to improve contactless heart rate monitoring using a webcam,"['H Monkaresi', 'RA Calvo', 'H Yan']",,2013,", and the director of the Learning and Affect Technologies Engineering (Latte) Research   in the areas of affective computing, learning systems, and Web engineering. He is a senior",https://ieeexplore.ieee.org/iel7/6221020/6363502/06671395.pdf,235
Quantum enhanced machine learning: An overview,"['PV Zahorodko', 'YO Modlo', 'OO Kalinichenko']",,2021,"In the case of applying quantum machine learning models to the analysis of traditional  data, we are talking about quantum-enhanced machine learning. Frank Phillipson [17]",https://lib.iitta.gov.ua/id/eprint/726895/1/paper13.pdf,16
Machine learning in healthcare: A review,"['K Shailaja', 'B Seetharamulu']",,2018,"Machine learning is used to discover patterns from medical  In this paper, we review various  machine learning algorithms used  It is a very popular method which is used in engineering",https://ieeexplore.ieee.org/iel7/8466240/8474542/08474918.pdf,472
Heart Attack Prediction using Machine Learning Techniques,['S Mall'],,2024,The primary objective of this paper is to increase the accuracy of machine learning techniques  that are important in predicting heart disease using a range of different machine learning,https://ieeexplore.ieee.org/iel8/10616389/10616398/10617300.pdf,12
"Forecasting of crop yield using remote sensing data, agrarian factors and machine learning approaches","['JP Bharadiya', 'NT Tzenios']",,2023,"learning"" refers to a kind of machine learning that makes use of numerous layers of neural  networks and is capable of learning  Depending on the learning environment, the learning",http://classical.goforpromo.com/id/eprint/3004/1/Bharadiya24122023JERR98594.pdf,201
Crop yield prediction using machine learning,"['M Champaneri', 'D Chachpara']",,2016,In [1] Predicting yield of the crop using machine learning algorithm. International Journal of  Engineering Science Research Technology. This paper focuses on predicting the yield of the,https://svv-research-data.s3.ap-south-1.amazonaws.com/220019-paper%20published%202019-2020.pdf,80
Runtime optimizations for tree-based machine learning models,"['N Asadi', 'J Lin', 'AP De Vries']",,2013,"Thus, for machine learning in financial engineering, models  We illustrate our techniques  on three separate learning-to- Although our interest lies primarily in machine learning for web",https://ieeexplore.ieee.org/iel7/69/4358933/06513227.pdf,90
Perspectives of using machine learning in laser powder bed fusion for metal additive manufacturing,"['SL Sing', 'CN Kuo', 'CT Shih', 'CC Ho']",,2021,"Machine learning (ML) has the possibility to overcome this obstacle by utilising datasets  obtained at various stages of the L-PBF process chain. In this perspective article, the integration",https://www.tandfonline.com/doi/full/10.1080/17452759.2021.1944229,167
Developing a hybrid model to predict student first year retention in STEM disciplines using machine learning techniques,"['R Alkhasawneh', 'RH Hargraves']",,2014,"Her research interests are in STEM education, women in engineering, and machine  learning. Dr. Alkhasawneh worked on promoting STEM education through the Virginia-North",https://www.jstem.org/jstem/index.php/JSTEM/article/download/1805/1627,86
Estimating longitudinal dispersion coefficient in natural streams using empirical models and machine learning algorithms,"['K Kargar', 'S Samadianfard', 'J Parsa']",,2020,"obtained by the Π-Buckingham theory and machine learning algorithms. To achieve this  aim,  of the current research was utilizing the machine learning and data-driven algorithms to",https://www.tandfonline.com/doi/full/10.1080/19942060.2020.1712260,119
"Recent advances in constraint and machine learning-based metabolic modeling by leveraging stoichiometric balances, thermodynamic feasibility and kinetic law …","['PF Suthers', 'CJ Foster', 'D Sarkar', 'L Wang']",,2021,Integrating constraint-based modeling with machine learning is a promising avenue.   Metabolic engineering has long been applied to modify cellular activities in order to improve the,https://www.sciencedirect.com/science/article/pii/S109671762030183X,36
Machine learning in antenna design: An overview on machine learning concept and algorithms,"['HM El Misilmani', 'T Naous']",,2019,"in machines. With the latest advances in big data availability, software engineering capability   , with fundamental changes in science and engineering, and enormous impacts on society,",https://ieeexplore.ieee.org/iel7/9183768/9188050/09188224.pdf,116
New roles for machine learning in design,"['Y Reich', 'SL Konda', 'SN Levy', 'IA Monarch']",,1993,"In contrast, the prevalent approach displayed by most of those interested in machine  learning (ML) in design is to care first about the creation of learning programs and only second,",https://kilthub.cmu.edu/articles/journal_contribution/New_roles_for_machine_learning_in_design/6469076/1/files/11897630.pdf,66
Handwritten digits recognition with decision tree classification: a machine learning approach,"['TA Assegie', 'PS Nair']",,2019,"language for implementation of machine learning algorithms, many of the researchers are  depending on python language for machine learning algorithm implementations. The code",https://www.academia.edu/download/63236157/18004-37834-1-PB20200507-108150-qgc5qj.pdf,72
Classification of plant leaf diseases using machine learning and image preprocessing techniques,"['P Sharma', 'P Hans', 'SC Gupta']",,2020,"So, we have plenty of machine learning as well as deep learning algorithms that we can   SVM (Support Vector Machine) SVM is another machine learning algorithm that we have used","/scholar?output=instlink&q=info:dU8_UfESCykJ:scholar.google.com/&hl=en&as_sdt=0,33&scillfp=2654405413684297486&oi=lle",149
A systematic review of data science and machine learning applications to the oil and gas industry,"['Z Tariq', 'MS Aljawad', 'A Hasan', 'M Murtaza']",,2021,"sciences and machine learning (ML) roles in different petroleum engineering and geosciences   oil and gas industry activates, machine learning and big data handling techniques are",https://link.springer.com/article/10.1007/s13202-021-01302-2,129
Using machine learning and GA to solve time-cost trade-off problems,"['H Li', 'JN Cao', 'PED Love']",,1999,"(Machine Learning and Genetic Algorithms based System), which integrates a machine  learning  The machine learning method automatically generates the quadratic time-cost curves","/scholar?output=instlink&q=info:UXtl7EZ5IN4J:scholar.google.com/&hl=en&as_sdt=0,33&scillfp=11826450335268251116&oi=lle",179
Roadmap on machine learning in electronic structure,"['HJ Kulik', 'T Hammerschmidt', 'J Schmidt', 'S Botti']",,2022,"The new approaches, that we collectively label by machine learning, have their origins in   the field, discusses the use of machine learning in materials science, and share perspectives",https://iopscience.iop.org/article/10.1088/2516-1075/ac572f/meta,137
"On the safety of machine learning: Cyber-physical systems, decision sciences, and data products","['KR Varshney', 'H Alemzadeh']",,2017,"for achieving safety in engineering, including inherently safe design, safety reserves,  safe fail, and procedural safeguards can be mapped to a machine learning context. We then",https://www.liebertpub.com/doi/full/10.1089/big.2016.0051,269
